merchant_group,merchant_name,cc_type,cc_code
Media,"Johnson, Navarro and Martin gil",Wire_CHB,38735
Telecom,Diaz Group ecw,Fee_LDP,35634
Energy,"Hancock, Simpson and Lowe uor",Auto_LVC,40913
Manufacturing,"Long, Ruiz and Chapman fac",Auto_RSY,33731
Finance,Terry and Sons vud,Auto_RSY,33145
Energy,Moon Ltd azj,Transfer_UGR,39331
Energy,Morrison Ltd lzv,Auto_RSY,39331
Retail,Zhang Group vgo,Auto_BZE,34965
Media,Curtis-Taylor xzo,ACH_SMW,33319
Media,"Browning, Nelson and Cook pia",Auto_RSY,33145
Finance,Sanchez-Mueller eso,POS_DVH,36575
Education,Wilkins-Boyle msl,Auto_RSY,33731
Manufacturing,Hardin PLC rkf,ACH_HNZ,32870
Education,"Simpson, Wolfe and Roy dvl",Auto_LVC,38735
Manufacturing,Gonzalez-Caldwell rsw,Wire_CHB,35497
Telecom,Sanders-Colon uha,ACH_UTR,32404
Finance,Valentine Ltd rtm,Auto_RSY,33145
Real Estate,Dawson LLC zqi,Auto_LVC,40913
Education,Sheppard-Garrett loj,Auto_RSY,32772
Finance,Terry and Sons vud,Auto_RSY,33145
Education,Wheeler-Hooper xpw,Auto_RSY,33731
Construction,Petty-Reyes zwj,Wire_FFW,37094
Media,Chapman-Carter sne,Auto_RSY,32927
Finance,"Martinez, Wolfe and Miller tnn",Auto_BZE,39641
Media,"Gonzalez, Ortiz and Bray pfa",POS_DVH,34062
Education,Jones-Farrell fhy,Transfer_CNP,37153
Manufacturing,"Mata, Martin and Warner hhe",Auto_RSY,33731
Finance,Anderson-Gibson gux,Fee_LDP,35634
Finance,Sanchez-Mueller eso,POS_DVH,36575
Real Estate,"Proctor, Kerr and Harper lbn",POS_DVH,34062
Real Estate,"Lucas, Knight and Smith czb",ACH_SMW,33319
Legal,Dennis-Obrien inb,Transfer_CNP,37153
Real Estate,Jones Ltd nqu,Auto_BZE,34965
Media,Pacheco-Oneal lgx,Fee_LDP,35634
Education,Smith-Hardin jun,Auto_BZE,39641
Manufacturing,"Hernandez, Bowers and David wcf",ACH_SMW,33319
Construction,Roberts Group wft,Auto_RSY,32927
Retail,Hammond Ltd voi,POS_DVH,36575
Education,"Porter, Ballard and Castillo fwa",POS_DVH,36575
Real Estate,Cox-Burke eiy,Auto_LVC,38735
Energy,"Burke, Hayes and Rose gul",Transfer_UGR,39331
Legal,"Oneal, Dorsey and Preston zil",POS_DVH,39008
Energy,"Graham, Wheeler and Soto upj",Wire_FFW,37094
Construction,Woods Group btv,Transfer_CNP,37153
Retail,"Smith, Burke and Cuevas xik",Auto_RSY,39331
Real Estate,Rojas LLC llf,Fee_LDP,35634
Finance,"Simmons, Burton and Alvarado abu",Wire_CHB,32496
Media,"Patterson, Poole and Robinson qkj",Fee_CHW,35497
Energy,"Dyer, Mclean and Vang roz",Wire_FFW,37094
Finance,Beard-Anderson ugd,Fee_CHW,35497
Real Estate,Cox-Burke eiy,Auto_LVC,38735
Legal,Lambert-Williams jkh,Wire_NMT,37153
Energy,Griffin-Glenn epo,Auto_BZE,34965
Retail,Gonzalez-Poole fkk,Auto_BZE,39641
Telecom,Gonzalez-Williamson rac,ACH_SMW,33319
Manufacturing,Walsh LLC bbt,Wire_CHB,35497
Finance,Ellison-Olson sxy,Auto_RSY,37873
Manufacturing,Ruiz and Sons pnb,Wire_CHB,35497
Legal,Mcgee-Johnson mti,Wire_FFW,37094
Retail,"Reeves, Garcia and White ikl",Wire_FFW,35743
Real Estate,Watts Inc oub,ACH_HNZ,37644
Finance,"Bell, White and Gomez tbb",Auto_RSY,39331
Retail,Zhang Group vgo,Auto_BZE,34965
Manufacturing,Whitney Inc gzd,Wire_FFW,35743
Retail,"Martin, Parker and Porter fmd",Fee_CHW,39116
Retail,Carr-Montgomery oaw,Wire_CHB,35497
Retail,Baker and Sons jvw,Wire_FFW,39013
Energy,Wells Inc yac,Wire_FFW,37094
Construction,Pennington-Dawson fgk,Auto_RSY,33731
Finance,"Gonzalez, Alvarez and Smith faj",Wire_NMT,37153
Real Estate,"Mcfarland, Gould and Stark zko",ACH_SMW,33256
Legal,"Rowe, Gallagher and Moore ekw",Auto_RSY,37873
Retail,Garza Inc nbn,Auto_LVC,38735
Real Estate,Rojas LLC llf,Fee_LDP,35634
Education,Sanders Ltd box,Transfer_CNP,37153
Energy,Johnston-Ross uhb,ACH_UTR,32404
Manufacturing,"Davis, Jimenez and Mcfarland ksk",ACH_SMW,33256
Manufacturing,Stone and Sons hql,Auto_RSY,39331
Telecom,"Moss, Smith and Austin evj",Auto_BZE,34965
Legal,Orr Group egd,Auto_RSY,39331
Telecom,"Russo, Leach and Cummings uta",Wire_FFW,35743
Energy,Frazier LLC rcv,Wire_CHB,38735
Retail,"Harrington, Williams and Garner fjn",POS_DVH,34062
Energy,Richards-Wilson znu,Auto_RSY,37873
Energy,Hernandez-Best ytk,Wire_CHB,32496
Media,Ford Ltd oob,Transfer_UGR,39331
Finance,"Smith, Sanchez and Taylor nzi",Auto_RSY,33731
Real Estate,Collins-Watson sdy,ACH_SMW,33256
Manufacturing,"Williams, Lam and Patton wxy",Auto_RSY,32772
Retail,Johnson Group nsk,Auto_RSY,39331
Education,Sheppard-Garrett loj,Auto_RSY,32772
Construction,Carlson LLC tyq,Fee_CHW,39116
Legal,Morgan-Matthews upq,ACH_SMW,33319
Manufacturing,"Davis, Jimenez and Mcfarland ksk",ACH_SMW,33256
Manufacturing,Walsh LLC bbt,Wire_CHB,35497
Manufacturing,"Klein, Johnson and Anderson vhl",Transfer_CNP,37153
Media,Chapman-Carter sne,Auto_RSY,32927
Retail,Ramos-Lewis rnq,Transfer_UGR,39331
Legal,"Saunders, Parks and Rhodes hjw",Auto_BZE,34965
Legal,"Holland, Bennett and Perez cxk",Wire_FFW,35743
Media,"Adams, Martinez and Mendez mpm",ACH_SMW,33319
Real Estate,"Adams, Woods and Medina okv",Fee_CHW,35497
Education,Arnold-Sullivan lbx,Auto_LVC,40913
Legal,Edwards PLC ezs,Auto_LVC,40913
Construction,Smith-Gilbert yib,ACH_UTR,32404
Real Estate,Ford Group mfp,ACH_UTR,32404
Construction,"Johnson, Patterson and Brown xiy",Fee_CHW,39116
Construction,"Lawrence, Steele and Short dya",Wire_FFW,39013
Manufacturing,"Williams, Lam and Patton wxy",Auto_RSY,32772
Education,Clark-Harper cjr,POS_DVH,39008
Education,"Brown, Morgan and Jacobs rou",ACH_SMW,33319
Finance,Patterson-Alexander kcs,Auto_RSY,33731
Construction,Gilmore-Bryant ndl,Wire_CHB,32496
Manufacturing,"Long, Ruiz and Chapman fac",Auto_RSY,33731
Energy,Casey and Sons jpx,ACH_SMW,33319
Real Estate,Harris-Diaz edp,Auto_RSY,32772
Education,Mcpherson Ltd siy,ACH_HNZ,32870
Legal,Orr Group egd,Auto_RSY,39331
Construction,Peterson-Collins gaq,POS_DVH,39008
Retail,Zhang Group vgo,Auto_BZE,34965
Construction,Sanchez Ltd hmu,Wire_NMT,37153
Energy,Smith Group fph,Auto_RSY,32772
Finance,"Gonzalez, Alvarez and Smith faj",Wire_NMT,37153
Energy,Wells Inc yac,Wire_FFW,37094
Media,Burke Ltd fsq,Wire_FFW,35743
Education,Stewart-Howard vuz,Wire_FFW,35743
Construction,"Brown, Aguilar and Pacheco nuc",Auto_RSY,33145
Education,"Dawson, Munoz and Robertson dlz",Auto_BZE,34965
Media,"Lopez, Hood and Floyd vbu",Wire_CHB,38735
Real Estate,Perry Group hpm,Transfer_CNP,37153
Media,"Browning, Nelson and Cook pia",Auto_RSY,33145
Construction,Reese Ltd czc,Auto_BZE,34965
Education,Williams-Moore tzx,Wire_FFW,37094
Construction,Carlson LLC tyq,Fee_CHW,39116
Media,Hughes-Mclean mnu,Auto_RSY,39331
Energy,Walters Group tck,Auto_RSY,33145
Real Estate,"Williams, Dunn and Huffman pfn",Fee_LDP,35634
Energy,Bennett-Lynn sif,Auto_RSY,32772
Construction,Pope-Davila yjx,Fee_CHW,35497
Education,Stewart-Howard vuz,Wire_FFW,35743
Real Estate,Moore-Osborne afw,Fee_LDP,35634
Legal,Edwards PLC ezs,Auto_LVC,40913
Education,Sheppard-Garrett loj,Auto_RSY,32772
Construction,Conley-Joseph rml,Fee_LDP,35634
Manufacturing,Johnson Ltd asv,ACH_SMW,33256
Finance,"Christensen, Holt and Mendoza hew",Wire_NMT,37153
Telecom,Hudson-Zimmerman xum,POS_DVH,39008
Finance,Myers Ltd enl,POS_DVH,34062
Media,"Hicks, Smith and Harris bbd",Auto_BZE,34965
Legal,Lane and Sons zrz,Auto_RSY,33145
Manufacturing,Kennedy-Fox nuz,POS_DVH,39008
Telecom,Mosley-Ruiz zkk,Auto_RSY,37873
Energy,Gross PLC ddo,Wire_CHB,38735
Construction,"Martinez, Simpson and Bowman bwe",Wire_FFW,35743
Legal,Lambert-Williams jkh,Wire_NMT,37153
Retail,"Hill, Edwards and Olson isr",Wire_NMT,37153
Media,Hughes-Mclean mnu,Auto_RSY,39331
Real Estate,"Williams, Dunn and Huffman pfn",Fee_LDP,35634
Telecom,Stephens-Torres hwu,POS_DVH,34062
Construction,"Skinner, Kirby and Williams wcg",Auto_LVC,40913
Education,Clark-Harper cjr,POS_DVH,39008
Media,Smith Ltd cba,Fee_LDP,35634
Real Estate,Crawford Inc viq,Wire_NMT,37153
Finance,"Osborne, Alvarez and Young imj",Auto_BZE,34965
Real Estate,Mathews PLC idw,ACH_UTR,32404
Telecom,"Gamble, Smith and Walter ofk",Fee_CHW,39116
Telecom,Burke LLC ukt,Auto_RSY,33145
Energy,"Graham, Wheeler and Soto upj",Wire_FFW,37094
Legal,Wright Ltd mok,Fee_CHW,39116
Retail,"Hill, Edwards and Olson isr",Wire_NMT,37153
Energy,Mathis PLC xth,Auto_RSY,32772
Energy,Casey and Sons jpx,ACH_SMW,33319
Manufacturing,Ruiz and Sons pnb,Wire_CHB,35497
Finance,"Miller, White and Bradley yfv",Auto_LVC,40913
Legal,"Dean, May and Gross xrl",ACH_HNZ,37644
Telecom,Marks and Sons mou,Auto_RSY,37873
Legal,"Ferguson, Ortiz and Hardy fru",Auto_RSY,39331
Real Estate,Leonard-Smith mvq,Wire_CHB,38735
Telecom,Fleming-Coleman lfs,Transfer_CNP,37153
Construction,"Flores, Carpenter and Smith kmj",Auto_RSY,33731
Energy,King-Combs bct,Auto_BZE,34965
Retail,"Smith, Burke and Cuevas xik",Auto_RSY,39331
Media,Myers-Grant yub,Fee_LDP,35634
Telecom,"Chapman, Madden and Stevens fod",Auto_LVC,40913
Finance,"Cruz, Stanley and Perez atx",Auto_LVC,40913
Legal,Morgan-Matthews upq,ACH_SMW,33319
Telecom,"Turner, Kramer and Wilson lmn",Wire_CHB,38735
Legal,Mcgee-Johnson mti,Wire_FFW,37094
Education,Smith-Hardin jun,Auto_BZE,39641
Legal,Brooks Group lin,Auto_RSY,32927
Legal,"Hernandez, Everett and Sims ekz",Transfer_CNP,37153
Finance,"Castillo, Gonzalez and Hardin zsn",Auto_RSY,33731
Real Estate,"Mcfarland, Gould and Stark zko",ACH_SMW,33256
Media,Brandt-Ruiz okt,ACH_HNZ,37644
Real Estate,Rogers Inc fnk,Wire_CHB,35497
Education,Morrison PLC rxw,Auto_BZE,34965
Telecom,Ramirez-Franco cuy,Wire_NMT,37153
Telecom,"Haynes, Montgomery and Rodgers fbi",Auto_RSY,33145
Legal,Roberts Group bfa,Auto_LVC,40913
Real Estate,Robinson LLC hvc,Wire_CHB,38735
Manufacturing,Irwin Inc ksl,Auto_LVC,40913
Energy,Gonzales PLC vdv,Auto_RSY,32927
Education,"Simpson, Wolfe and Roy dvl",Auto_LVC,38735
Real Estate,Rogers Inc fnk,Wire_CHB,35497
Real Estate,Franco Ltd ath,Auto_RSY,33731
Media,"Adams, Martinez and Mendez mpm",ACH_SMW,33319
Manufacturing,"Hernandez, Bowers and David wcf",ACH_SMW,33319
Energy,Mathis PLC xth,Auto_RSY,32772
Legal,"Clark, Cook and Smith pfk",Wire_FFW,35743
Real Estate,Henry Ltd lrd,Fee_CHW,35497
Telecom,Diaz Group ecw,Fee_LDP,35634
Telecom,Gutierrez Inc qoc,POS_DVH,39008
Finance,"Simmons, Burton and Alvarado abu",Wire_CHB,32496
Construction,"Skinner, Kirby and Williams wcg",Auto_LVC,40913
Construction,Peterson-Collins gaq,POS_DVH,39008
Manufacturing,"Pearson, Wolf and Boyd tuy",ACH_SMW,33319
Manufacturing,"Reynolds, Schwartz and Lopez gmk",Wire_FFW,37094
Finance,"Clark, Patrick and Esparza bqg",Auto_RSY,33145
Retail,Garza Inc nbn,Auto_LVC,38735
Media,Brown-Ruiz laz,ACH_SMW,33256
Education,"Simpson, Wolfe and Roy dvl",Auto_LVC,38735
Manufacturing,"Davis, Jimenez and Mcfarland ksk",ACH_SMW,33256
Education,Williams-Moore tzx,Wire_FFW,37094
Energy,Moore PLC jee,Auto_BZE,39641
Telecom,"Boyd, Medina and Griffith dus",Wire_FFW,37094
Real Estate,Crawford Inc viq,Wire_NMT,37153
Legal,Spence-Coleman kjy,Transfer_CNP,37153
Legal,Mercer-Smith dhc,POS_DVH,36575
Media,"Adams, Martinez and Mendez mpm",ACH_SMW,33319
Real Estate,Williams-Woodard idw,Wire_FFW,39013
Manufacturing,Callahan-Dean dos,Fee_CHW,39116
Education,"Dawson, Munoz and Robertson dlz",Auto_BZE,34965
Manufacturing,"Hernandez, Bowers and David wcf",ACH_SMW,33319
Energy,Morrison Ltd lzv,Auto_RSY,39331
Energy,Hernandez-Best ytk,Wire_CHB,32496
Telecom,Jackson-Collins nnn,Wire_NMT,37153
Construction,Carlson LLC tyq,Fee_CHW,39116
Legal,"Saunders, Parks and Rhodes hjw",Auto_BZE,34965
Construction,Franklin-Johnson yqf,ACH_UTR,32404
Real Estate,Perry Group hpm,Transfer_CNP,37153
Media,Griffin Group lro,Auto_RSY,32772
Energy,Kennedy LLC uvp,Wire_FFW,37094
Real Estate,Ford Group mfp,ACH_UTR,32404
Legal,Nguyen-Washington xnf,Auto_RSY,37873
Legal,"Saunders, Parks and Rhodes hjw",Auto_BZE,34965
Education,Sheppard-Garrett loj,Auto_RSY,32772
Real Estate,"Lloyd, Mann and Rodriguez rfc",Wire_FFW,35743
Media,Soto-Carpenter zwq,Wire_CHB,38735
Education,"Pollard, Cruz and Cruz pks",POS_DVH,36575
Telecom,Scott-Madden iln,ACH_UTR,32404
Energy,Gross PLC ddo,Wire_CHB,38735
Education,Mcpherson Ltd siy,ACH_HNZ,32870
Energy,Beasley-Little fzs,Fee_CHW,35497
Real Estate,Williams-Woodard idw,Wire_FFW,39013
Real Estate,Farrell Group hzx,POS_DVH,39008
Education,"Brooks, Jones and Garrett lar",Fee_CHW,35497
Real Estate,Watts Inc oub,ACH_HNZ,37644
Real Estate,"Lloyd, Mann and Rodriguez rfc",Wire_FFW,35743
Media,Clay LLC xlo,Auto_BZE,34965
Media,Griffith LLC iyf,ACH_HNZ,37644
Telecom,Jackson-Collins nnn,Wire_NMT,37153
Telecom,Scott-Madden iln,ACH_UTR,32404
Real Estate,Perry Group hpm,Transfer_CNP,37153
Construction,Woods Group btv,Transfer_CNP,37153
Energy,"Watson, Pena and Mcdonald wcn",Wire_FFW,37094
Legal,"Goodwin, Trujillo and Singleton ayn",Auto_RSY,32927
Telecom,Mcgee-Russell xbq,ACH_HNZ,37644
Real Estate,Peterson-Barnes ong,Auto_RSY,32772
Media,"Wilkins, Ramirez and Cook ica",Auto_LVC,38735
Media,"Johnson, Davis and Castaneda pbl",Auto_RSY,37873
Education,Sheppard-Garrett loj,Auto_RSY,32772
Media,Gomez Group zhr,ACH_SMW,33319
Construction,Singleton LLC ibc,Transfer_UGR,39331
Retail,Lee-Pugh kha,Fee_CHW,35497
Energy,Shepherd-Jackson jjh,Auto_BZE,39641
Construction,Carlson LLC tyq,Fee_CHW,39116
Legal,Garcia PLC mny,ACH_SMW,33256
Energy,Johnston-Ross uhb,ACH_UTR,32404
Telecom,Mcgee-Russell xbq,ACH_HNZ,37644
Telecom,Short Group bwf,POS_DVH,39008
Retail,"Reeves, Garcia and White ikl",Wire_FFW,35743
Real Estate,"Lewis, Huynh and Goodman lur",Wire_NMT,37153
Energy,Johnston-Ross uhb,ACH_UTR,32404
Education,Lewis Group vpv,Auto_RSY,33145
Legal,"Nelson, Robinson and Rivers hey",Auto_RSY,33731
Telecom,Mercer LLC flx,Auto_LVC,40913
Media,"Browning, Nelson and Cook pia",Auto_RSY,33145
Legal,Wells Group xlb,ACH_HNZ,32870
Legal,Wells Group xlb,ACH_HNZ,32870
Education,Clark and Sons uxk,Auto_RSY,39331
Retail,Gonzalez-Poole fkk,Auto_BZE,39641
Energy,Smith Group fph,Auto_RSY,32772
Retail,"Friedman, Jackson and Medina krn",Fee_LDP,35634
Finance,"Smith, Sanchez and Taylor nzi",Auto_RSY,33731
Telecom,"Moreno, Valdez and Bowers ueg",ACH_HNZ,37644
Retail,Lee-Pugh kha,Fee_CHW,35497
Telecom,"Haynes, Montgomery and Rodgers fbi",Auto_RSY,33145
Retail,Hill-Burton vvi,Auto_LVC,38735
Energy,"Palmer, Newman and Rogers noe",Wire_CHB,35497
Telecom,"Bryan, Graves and Munoz hsm",Wire_CHB,32496
Education,Bowen-Ortega djk,Wire_NMT,37153
Media,"Stephens, Melton and Grimes gjr",Auto_RSY,33145
Education,Mcpherson Ltd siy,ACH_HNZ,32870
Legal,Brooks Group lin,Auto_RSY,32927
Legal,Lambert-Williams jkh,Wire_NMT,37153
Telecom,Mercer LLC flx,Auto_LVC,40913
Education,Williams-Moore tzx,Wire_FFW,37094
Media,Thompson-Osborne rbx,POS_DVH,39008
Construction,Carlson LLC tyq,Fee_CHW,39116
Media,"Atkinson, Miller and Rose dgq",ACH_UTR,32404
Energy,Walters Group tck,Auto_RSY,33145
Manufacturing,Pearson-Riddle jpt,Auto_RSY,32772
Real Estate,Skinner-Harvey bqq,Fee_CHW,35497
Construction,Garcia-Richardson tng,ACH_HNZ,32870
Construction,Barnett LLC oub,Wire_CHB,32496
Education,"Brooks, Jones and Garrett lar",Fee_CHW,35497
Real Estate,Dawson LLC zqi,Auto_LVC,40913
Retail,Boone Ltd mqi,Fee_LDP,35634
Construction,Sanchez Ltd hmu,Wire_NMT,37153
Media,Kelly-Garcia zha,POS_DVH,36575
Finance,West and Sons lys,Auto_RSY,33731
Real Estate,Jones PLC doi,Wire_FFW,39013
Real Estate,"King, Ingram and Duncan mug",Auto_RSY,33145
Energy,Shepherd-Jackson jjh,Auto_BZE,39641
Legal,"Rowe, Gallagher and Moore ekw",Auto_RSY,37873
Media,"Perez, Pham and Jenkins taa",Fee_LDP,35634
Education,Harris-Martin mmg,POS_DVH,34062
Manufacturing,"Powell, Moon and Davis rbe",POS_DVH,34062
Real Estate,Collins-Watson sdy,ACH_SMW,33256
Finance,Robinson-Holmes fjj,Wire_NMT,37153
Energy,Morrison Ltd lzv,Auto_RSY,39331
Legal,Perez-Williams axl,Transfer_CNP,37153
Finance,Adkins-Mckee dnf,Transfer_CNP,37153
Manufacturing,Whitney Inc gzd,Wire_FFW,35743
Telecom,Romero Ltd sav,Wire_CHB,38735
Real Estate,Watts Inc oub,ACH_HNZ,37644
Real Estate,Moore-Osborne afw,Fee_LDP,35634
Retail,Jackson-Ross jbu,Fee_CHW,39116
Legal,Henderson and Sons vvt,ACH_SMW,33319
Construction,Reed-Flowers rvf,Wire_FFW,39013
Legal,Roberts Group bfa,Auto_LVC,40913
Finance,"Castillo, Gonzalez and Hardin zsn",Auto_RSY,33731
Telecom,"Russo, Leach and Cummings uta",Wire_FFW,35743
Energy,Morrison Ltd lzv,Auto_RSY,39331
Real Estate,Nguyen-Williams www,Auto_LVC,40913
Retail,Smith-Obrien ijs,ACH_HNZ,37644
Real Estate,Carr Group unn,Fee_CHW,35497
Energy,Hart Inc qkd,Fee_CHW,39116
Finance,"Smith, Sanchez and Taylor nzi",Auto_RSY,33731
Legal,"Avila, Cook and Chase vqg",Auto_RSY,32772
Energy,Conley Inc dti,Auto_LVC,38735
Real Estate,Crawford Inc viq,Wire_NMT,37153
Legal,"Peterson, Hart and Vang uhr",ACH_HNZ,37644
Retail,Hammond Ltd voi,POS_DVH,36575
Legal,Powers Ltd rxx,Auto_RSY,33145
Retail,Pena-Rodriguez dks,Wire_NMT,37153
Legal,Rogers-Martinez jlk,Wire_FFW,35743
Education,"Smith, Ware and Ellis hsc",Wire_CHB,35497
Legal,"Gonzales, Gilmore and Jackson poo",POS_DVH,39008
Legal,Bond and Sons dgr,Auto_LVC,38735
Legal,Roberts Group bfa,Auto_LVC,40913
Finance,Rodriguez Ltd uco,POS_DVH,36575
Construction,Ramirez Inc mnh,Auto_RSY,32772
Legal,"Short, Simpson and Roberts tqs",Auto_RSY,32772
Energy,Smith-Jennings plv,Transfer_CNP,37153
Telecom,"Hanson, Fitzpatrick and Davis nwf",POS_DVH,39008
Manufacturing,Irwin Inc ksl,Auto_LVC,40913
Manufacturing,Irwin Inc ksl,Auto_LVC,40913
Energy,Flores PLC dly,POS_DVH,36575
Telecom,"Bryan, Graves and Munoz hsm",Wire_CHB,32496
Telecom,Anthony PLC jgk,Wire_FFW,39013
Legal,Romero-Perez ivn,Wire_FFW,39013
Retail,Welch Group zos,ACH_SMW,33319
Legal,"Hernandez, Everett and Sims ekz",Transfer_CNP,37153
Legal,"Russell, Martinez and Taylor via",POS_DVH,34062
Telecom,Romero Ltd sav,Wire_CHB,38735
Real Estate,"Rose, Cunningham and Bennett hdo",Wire_CHB,35497
Construction,Wright Group uni,Auto_LVC,38735
Energy,Moore PLC jee,Auto_BZE,39641
Energy,"Watson, Pena and Mcdonald wcn",Wire_FFW,37094
Education,Tyler-Johnson sja,ACH_SMW,33319
Construction,Escobar Ltd kht,POS_DVH,39008
Real Estate,Watts Inc oub,ACH_HNZ,37644
Media,Soto-Carpenter zwq,Wire_CHB,38735
Legal,Henderson and Sons vvt,ACH_SMW,33319
Finance,Adkins-Mckee dnf,Transfer_CNP,37153
Finance,Beard-Anderson ugd,Fee_CHW,35497
Manufacturing,Callahan-Gibson uyn,Wire_NMT,37153
Energy,Flores PLC dly,POS_DVH,36575
Manufacturing,Callahan-Dean dos,Fee_CHW,39116
Legal,Wells Group xlb,ACH_HNZ,32870
Real Estate,Carr Group unn,Fee_CHW,35497
Energy,Smith Group fph,Auto_RSY,32772
Energy,Hernandez-Best ytk,Wire_CHB,32496
Energy,Mathis PLC xth,Auto_RSY,32772
Real Estate,Farrell Group hzx,POS_DVH,39008
Construction,Marsh Ltd bwk,Wire_FFW,35743
Energy,Casey and Sons jpx,ACH_SMW,33319
Retail,Ramos-Lewis rnq,Transfer_UGR,39331
Retail,"Hill, Edwards and Olson isr",Wire_NMT,37153
Education,"Robbins, Morgan and Jenkins bms",Auto_BZE,34965
Manufacturing,Holmes LLC ldo,Auto_BZE,34965
Media,"Browning, Nelson and Cook pia",Auto_RSY,33145
Media,"Adams, Martinez and Mendez mpm",ACH_SMW,33319
Legal,Roberts Group bfa,Auto_LVC,40913
Education,Brady Group bpr,ACH_SMW,33256
Media,Boyd-Perkins dwh,ACH_SMW,33319
Construction,Pennington-Dawson fgk,Auto_RSY,33731
Finance,Valentine Ltd rtm,Auto_RSY,33145
Finance,"Kim, Clark and Gill fus",Fee_CHW,35497
Legal,"Gonzales, Gilmore and Jackson poo",POS_DVH,39008
Energy,"Butler, Davies and Hudson xjs",ACH_SMW,33256
Finance,Adams-Johnson jmm,Wire_FFW,39013
Finance,Valentine Ltd rtm,Auto_RSY,33145
Construction,Franklin-Johnson yqf,ACH_UTR,32404
Media,"Stevenson, Nichols and King eyi",ACH_HNZ,37644
Media,"Stevenson, Nichols and King eyi",ACH_HNZ,37644
Energy,Shepherd Inc mim,Auto_RSY,32927
Telecom,Short Group bwf,POS_DVH,39008
Real Estate,Bauer LLC aka,ACH_SMW,33256
Media,Gomez Group zhr,ACH_SMW,33319
Finance,Miller Inc ivu,ACH_UTR,32404
Media,"Johnson, Davis and Castaneda pbl",Auto_RSY,37873
Real Estate,Ford Group mfp,ACH_UTR,32404
Legal,Palmer-Young wmi,Fee_LDP,35634
Manufacturing,"Pearson, Wolf and Boyd tuy",ACH_SMW,33319
Manufacturing,"Davis, Jimenez and Mcfarland ksk",ACH_SMW,33256
Education,Morris Inc lrp,Auto_BZE,39641
Construction,Barnett LLC oub,Wire_CHB,32496
Retail,Baker and Sons jvw,Wire_FFW,39013
Media,"Brown, Higgins and Miller zgd",Wire_CHB,35497
Telecom,Gibson LLC fkl,Auto_RSY,39331
Manufacturing,Callahan-Gibson uyn,Wire_NMT,37153
Media,Griffin Group lro,Auto_RSY,32772
Real Estate,Jones Ltd nqu,Auto_BZE,34965
Finance,Manning-Hunt eri,POS_DVH,34062
Construction,Flynn-Johnson niy,Transfer_CNP,37153
Retail,Zhang Group vgo,Auto_BZE,34965
Retail,Mayo LLC iel,ACH_HNZ,37644
Education,"Murray, Turner and Brandt fai",Fee_CHW,35497
Energy,"Coleman, Anderson and Vargas yaq",Auto_LVC,38735
Media,"Johnson, Davis and Castaneda pbl",Auto_RSY,37873
Legal,"Goodwin, Trujillo and Singleton ayn",Auto_RSY,32927
Manufacturing,"Pearson, Wolf and Boyd tuy",ACH_SMW,33319
Construction,Marsh Ltd bwk,Wire_FFW,35743
Retail,Rodriguez Group qjh,Wire_NMT,37153
Manufacturing,Mendez Ltd lga,Wire_CHB,32496
Retail,Johnson Group nsk,Auto_RSY,39331
Real Estate,Peterson-Barnes ong,Auto_RSY,32772
Energy,Williams-Burke nkc,Transfer_CNP,37153
Construction,"Serrano, Gill and Williams hqp",Wire_FFW,39013
Legal,Palmer-Young wmi,Fee_LDP,35634
Education,Smith Inc peg,Auto_BZE,39641
Education,"Bridges, Clark and Holloway qen",Auto_RSY,33731
Energy,Moon Ltd azj,Transfer_UGR,39331
Construction,"Lawrence, Steele and Short dya",Wire_FFW,39013
Construction,Ramirez Inc mnh,Auto_RSY,32772
Media,Hughes-Mclean mnu,Auto_RSY,39331
Telecom,Short Group bwf,POS_DVH,39008
Legal,"Nelson, Robinson and Rivers hey",Auto_RSY,33731
Energy,Smith-Jennings plv,Transfer_CNP,37153
Media,"Johnson, Navarro and Martin gil",Wire_CHB,38735
Real Estate,"Mcfarland, Gould and Stark zko",ACH_SMW,33256
Education,Smith Inc peg,Auto_BZE,39641
Legal,"Kent, Ortiz and Lowe fpv",POS_DVH,39008
Energy,"Rosales, Dominguez and Lambert tjm",ACH_UTR,32404
Manufacturing,"Martin, Higgins and Smith rht",Auto_RSY,37873
Telecom,"Bryan, Graves and Munoz hsm",Wire_CHB,32496
Legal,Garcia-Barron rlg,Auto_RSY,33145
Telecom,Perez-Freeman muv,Fee_CHW,35497
Real Estate,Johnson Ltd nwd,POS_DVH,34062
Real Estate,Jones Ltd nqu,Auto_BZE,34965
Construction,"Franklin, Rogers and Hall ukn",Auto_RSY,37873
Telecom,Lowe-Flores uli,Wire_CHB,35497
Finance,West and Sons lys,Auto_RSY,33731
Energy,"Browning, Kelly and Ramos zne",POS_DVH,34062
Manufacturing,Gonzalez-Caldwell rsw,Wire_CHB,35497
Energy,"Graham, Wheeler and Soto upj",Wire_FFW,37094
Telecom,Jackson-Collins nnn,Wire_NMT,37153
Finance,Butler-Gomez fis,Auto_RSY,33145
Telecom,"Bryan, Graves and Munoz hsm",Wire_CHB,32496
Telecom,"Howard, Hunter and Jones sgo",ACH_HNZ,32870
Telecom,"Hanson, Fitzpatrick and Davis nwf",POS_DVH,39008
Real Estate,Perry Group hpm,Transfer_CNP,37153
Retail,Cuevas and Sons hxj,Transfer_CNP,37153
