merchant_group,merchant_name,cc_type,cc_code
Software & SaaS,Gilbert PLC,ACH Debit,62403
Logistics,Spencer-Garcia,Wire Transfer,63825
Travel & T&E,"Johnson, Miller and King",Online Payment,53169
Software & SaaS,Bruce-Gonzalez,Refund,62449
Travel & T&E,Monroe-Carpenter,Service Fee,63825
Software & SaaS,Garcia-James,ACH Debit,65054
Marketing,"Ramsey, Whitney and Coffey",Refund,57223
Logistics,"Lloyd, Mckinney and Collins",Service Fee,63746
Software & SaaS,"Brennan, Wallace and Benson",Refund,69726
Travel & T&E,"Joyce, Wilson and Lam",Service Fee,53039
Logistics,Gutierrez Group,Adjustment,69309
Professional Services,"Stanley, Tucker and Lee",Wire Transfer,68089
Software & SaaS,"Schmidt, Hansen and Stewart",ACH Debit,61270
Utilities,Terry-Martinez,Online Payment,59012
Office Supplies,"Rodriguez, Figueroa and Sanchez",Wire Transfer,68089
Marketing,"Becker, Taylor and Davis",Online Payment,59012
Logistics,Wells Inc,Wire Transfer,62403
Travel & T&E,"Joyce, Wilson and Lam",Service Fee,53039
Marketing,Bright-Francis,Wire Transfer,53358
Travel & T&E,"Tapia, Vaughn and Lee",ACH Debit,52848
Logistics,Harris-Walters,Refund,69726
Office Supplies,Garcia-Jennings,ACH Debit,65054
Utilities,Lopez-Martinez,Wire Transfer,53358
Logistics,Allen-Allen,Wire Transfer,62403
Logistics,Hicks-Hill,Online Payment,53070
Software & SaaS,Kelly-Norman,Service Fee,53039
Utilities,Rodriguez-Johnson,Adjustment,61270
Software & SaaS,"Dyer, Potter and Mack",POS Purchase,57164
Utilities,King-Smith,Wire Transfer,63825
Utilities,Baird-Sanchez,Refund,62449
Travel & T&E,Pollard and Sons,Recurring Subscription,61029
Marketing,Dean-Jimenez,Online Payment,59012
Marketing,"Hall, Hansen and Barnett",Wire Transfer,58667
Marketing,Dean-Jimenez,Online Payment,59012
Marketing,"Sanford, Rivera and Garcia",Adjustment,69309
Logistics,Blair PLC,Adjustment,64719
Software & SaaS,Christensen PLC,Refund,62449
Logistics,Bean LLC,Refund,69726
Software & SaaS,Jones and Sons,Online Payment,59012
Utilities,Perez Inc,Adjustment,61270
Office Supplies,"Martinez, Richardson and Curry",Adjustment,69309
Marketing,Ramirez Group,ACH Debit,62403
Office Supplies,"Wood, Hunter and Peterson",Wire Transfer,51423
Marketing,Cortez LLC,ACH Debit,54572
Marketing,"Austin, Day and Johnson",Refund,62449
Software & SaaS,Garcia-James,ACH Debit,65054
Software & SaaS,Jackson-Lawson,Service Fee,63746
Office Supplies,Jones-Hensley,POS Purchase,57164
Software & SaaS,"Dyer, Potter and Mack",POS Purchase,57164
Travel & T&E,Curry Inc,Adjustment,64719
Travel & T&E,"Joyce, Wilson and Lam",Service Fee,53039
Utilities,"Pugh, Henderson and Moon",Online Payment,53169
Office Supplies,"Newton, Moore and Perry",Adjustment,61270
Marketing,Brock-Mcdonald,Adjustment,69309
Utilities,"Robinson, Jones and Welch",Service Fee,53070
Marketing,Reed Inc,ACH Debit,61270
Software & SaaS,Schmidt PLC,Recurring Subscription,61029
Office Supplies,Schmitt PLC,ACH Debit,62403
Logistics,Davis PLC,ACH Debit,61270
Professional Services,Meadows PLC,Wire Transfer,68089
Software & SaaS,Russell Group,ACH Debit,62403
Utilities,Perez Inc,Adjustment,61270
Logistics,Wells Inc,Wire Transfer,62403
Logistics,"Reyes, Chase and Jenkins",Recurring Subscription,61029
Utilities,Lewis-Murphy,Service Fee,63746
Utilities,"Mullen, Brewer and Hernandez",Refund,69726
Marketing,Herman-Walker,POS Purchase,56515
Marketing,Moore-Bass,ACH Debit,62403
Utilities,"Brown, Romero and Collins",Wire Transfer,58667
Logistics,"Brown, Harris and Dougherty",Online Payment,53070
Utilities,Fernandez and Sons,ACH Debit,61270
Software & SaaS,"Hall, Baker and Moody",Online Payment,59012
Logistics,Hayes and Sons,ACH Debit,62403
Professional Services,Navarro-Munoz,Online Payment,59012
Marketing,"Ramsey, Whitney and Coffey",Refund,57223
Office Supplies,Newton and Sons,Online Payment,53169
Utilities,"Hicks, Bullock and Bailey",Wire Transfer,62403
Travel & T&E,Hancock Inc,Wire Transfer,67571
Marketing,"Ferrell, Rice and Maddox",Refund,57223
Utilities,"Le, Lewis and Hayes",ACH Debit,52848
Office Supplies,"Estrada, Williams and Foster",Wire Transfer,68089
Office Supplies,Mendez and Sons,Service Fee,63746
Professional Services,Ortiz Ltd,ACH Debit,65054
Software & SaaS,"Adams, Zuniga and Wong",Service Fee,63825
Logistics,Salazar-Ball,POS Purchase,57164
Software & SaaS,"Tran, Jordan and Williams",Refund,57223
Utilities,Perez Inc,Adjustment,61270
Utilities,Atkins PLC,Online Payment,59012
Marketing,"Mckee, Gardner and Davenport",ACH Debit,61270
Travel & T&E,White Ltd,ACH Debit,54572
Utilities,"Watts, Robinson and Nguyen",Refund,62449
Travel & T&E,Stein-Silva,POS Purchase,57164
Utilities,"Bentley, Lynch and Henderson",Wire Transfer,51423
Travel & T&E,Mccarthy Inc,ACH Debit,54572
Logistics,"Lloyd, Mckinney and Collins",Service Fee,63746
Travel & T&E,"Beard, Peters and Black",Adjustment,69349
Software & SaaS,Thomas and Sons,Service Fee,53070
Travel & T&E,Pollard and Sons,Recurring Subscription,61029
Travel & T&E,Gonzales-Harrison,Adjustment,69309
Marketing,Cortez LLC,ACH Debit,54572
Software & SaaS,"Adams, Zuniga and Wong",Service Fee,63825
Logistics,Kane PLC,Adjustment,61270
Marketing,"Turner, Ortiz and Taylor",Adjustment,64719
Software & SaaS,Davis Group,Recurring Subscription,61029
Utilities,Robinson-Brock,Service Fee,63825
Software & SaaS,Jackson-Lawson,Service Fee,63746
Logistics,Rangel LLC,Wire Transfer,62403
Software & SaaS,Duran LLC,Service Fee,68089
Office Supplies,"Walter, Edwards and Rios",Adjustment,64719
Travel & T&E,Collins Group,Service Fee,63746
Utilities,"Avery, Horton and Fernandez",Service Fee,63825
Software & SaaS,Hooper PLC,Adjustment,69309
Professional Services,Chambers and Sons,Adjustment,64719
Office Supplies,"West, Henderson and Ramirez",Service Fee,68089
Software & SaaS,Collier-Gillespie,Refund,57223
Professional Services,Garcia LLC,ACH Debit,61270
Office Supplies,Wilson-Jones,Wire Transfer,62403
Travel & T&E,Diaz-Ball,ACH Debit,52848
Professional Services,Miller Ltd,Refund,62449
Office Supplies,"Richardson, Farmer and Andrews",Recurring Subscription,61029
Travel & T&E,Hernandez PLC,Wire Transfer,62403
Professional Services,Mckee-Lee,Service Fee,53070
Travel & T&E,Cooper Ltd,Adjustment,69309
Travel & T&E,"Adams, Christian and Rivas",Refund,62449
Utilities,Lewis-Murphy,Service Fee,63746
Office Supplies,"Kennedy, Johnson and Lucas",Adjustment,61270
Logistics,Harris-Walters,Refund,69726
Utilities,Roberts-Landry,Wire Transfer,53358
Software & SaaS,"Fisher, Wilson and Brown",Wire Transfer,58667
Utilities,Roberts-Landry,Wire Transfer,53358
Professional Services,Garcia LLC,ACH Debit,61270
Utilities,Lowery-Kennedy,Service Fee,68089
Software & SaaS,Jackson-Meza,Service Fee,68089
Travel & T&E,Gay Inc,Wire Transfer,51423
Software & SaaS,"Lewis, Kennedy and Santana",POS Purchase,57164
Travel & T&E,Kim Inc,Service Fee,68089
Software & SaaS,Rodriguez LLC,Adjustment,69309
Logistics,Reynolds Ltd,Service Fee,68089
Office Supplies,Erickson and Sons,Adjustment,61270
Software & SaaS,Ryan PLC,Refund,69726
Logistics,Garcia-Smith,ACH Debit,62403
Software & SaaS,"Phillips, Spence and Barrett",Adjustment,69349
Software & SaaS,"Cole, Glass and Cunningham",ACH Debit,52848
Professional Services,"Garcia, Humphrey and Baker",Recurring Subscription,61029
Logistics,"Reyes, Chase and Jenkins",Recurring Subscription,61029
Logistics,Salazar-Ball,POS Purchase,57164
Utilities,Castaneda-Ashley,Wire Transfer,62403
Professional Services,Chapman and Sons,Adjustment,69349
Software & SaaS,Ryan PLC,Refund,69726
Office Supplies,Johnson-Rogers,Adjustment,61270
Professional Services,Crosby-Ramirez,Wire Transfer,67571
Professional Services,"Simmons, Meadows and Griffin",Online Payment,59012
Software & SaaS,"Mitchell, Nelson and Flores",Refund,62449
Software & SaaS,Rowe Group,Online Payment,53070
Software & SaaS,"Phillips, Spence and Barrett",Adjustment,69349
Logistics,Gutierrez Group,Adjustment,69309
Office Supplies,Williams-Brown,ACH Debit,52848
Utilities,Smith PLC,POS Purchase,56515
Logistics,"Morris, Thompson and Williams",Wire Transfer,63825
Office Supplies,"Duran, Obrien and Gibbs",Refund,69726
Software & SaaS,Howell and Sons,POS Purchase,56515
Software & SaaS,Rowe Group,Online Payment,53070
Utilities,"Watts, Robinson and Nguyen",Refund,62449
Logistics,Reynolds Ltd,Service Fee,68089
Marketing,"Osborn, Gaines and Davis",Refund,57223
Logistics,Davis-Lozano,POS Purchase,56515
Logistics,Wells Inc,Wire Transfer,62403
Marketing,"Becker, Taylor and Davis",Online Payment,59012
Logistics,Sheppard LLC,Refund,69726
Travel & T&E,Hernandez Inc,Refund,57223
Logistics,Rodriguez-Hall,Adjustment,61270
Utilities,Atkins PLC,Online Payment,59012
Professional Services,Jones-Fox,Adjustment,69349
Office Supplies,"Snyder, Campos and Callahan",Wire Transfer,68089
Marketing,Harrell LLC,ACH Debit,52848
Software & SaaS,Davis-Lewis,Online Payment,53169
Marketing,Richards-Carson,Wire Transfer,63825
Office Supplies,Davis and Sons,Refund,57223
Logistics,Sanders-Espinoza,Wire Transfer,51423
Travel & T&E,Martinez-Dudley,Online Payment,53070
Travel & T&E,Kim Inc,Service Fee,68089
Logistics,"Gallegos, Adams and White",Adjustment,61270
Office Supplies,Willis and Sons,Wire Transfer,62403
Logistics,Sandoval-Cunningham,Wire Transfer,58667
Office Supplies,Williams-Hughes,Wire Transfer,53358
Professional Services,Galloway-Wyatt,Adjustment,69349
Professional Services,"Stanley, Tucker and Lee",Wire Transfer,68089
Utilities,"Kim, Gonzales and Mills",Wire Transfer,68089
Utilities,Parsons-Hall,Adjustment,64719
Office Supplies,Willis and Sons,Wire Transfer,62403
Office Supplies,Wilson-Jimenez,Recurring Subscription,61029
Logistics,Jones-Soto,Wire Transfer,58667
Utilities,"Flowers, Martin and Kelly",Service Fee,63746
Office Supplies,Baxter Inc,ACH Debit,61270
Software & SaaS,"Dyer, Potter and Mack",POS Purchase,57164
Software & SaaS,White-Estes,Service Fee,68089
Logistics,"Brown, Harris and Dougherty",Online Payment,53070
Travel & T&E,Reid Group,Adjustment,69349
Utilities,Vargas Ltd,Online Payment,53169
Office Supplies,Johnston-Odonnell,Adjustment,69309
Software & SaaS,Marshall-Petersen,Service Fee,63825
Utilities,"Hartman, Romero and Smith",ACH Debit,54572
Office Supplies,Brennan-Johnson,Online Payment,53070
Travel & T&E,James Group,Adjustment,69349
Logistics,Smith-Grimes,Refund,69726
Marketing,Jones Inc,Online Payment,53169
Office Supplies,Willis and Sons,Wire Transfer,62403
Travel & T&E,"Branch, Torres and Oliver",Adjustment,61270
Professional Services,Jones-Fox,Adjustment,69349
Software & SaaS,"Burke, Martinez and Riggs",Wire Transfer,67571
Utilities,Reed Group,Refund,62449
Office Supplies,"Duran, Obrien and Gibbs",Refund,69726
Office Supplies,Frank-Bradley,POS Purchase,56515
Travel & T&E,"Romero, Gonzalez and Brooks",Refund,69726
Office Supplies,Good-Hodges,ACH Debit,61270
Professional Services,Gray Group,Refund,69726
Professional Services,"Suarez, Shields and Hill",Service Fee,63825
Utilities,Vargas Ltd,Online Payment,53169
Travel & T&E,"Beard, Peters and Black",Adjustment,69349
Professional Services,Brown-Wall,Service Fee,53070
Logistics,Torres Group,POS Purchase,56515
Utilities,Gibson Ltd,Service Fee,53070
Office Supplies,Diaz Inc,Service Fee,53039
Professional Services,Anderson-Bell,POS Purchase,57164
Professional Services,Lee-Davis,Recurring Subscription,61029
Utilities,"Mcclure, Ward and Lee",Adjustment,69309
Office Supplies,Schmitt PLC,ACH Debit,62403
Logistics,Harris-Walters,Refund,69726
Travel & T&E,"Johnson, Miller and King",Online Payment,53169
Travel & T&E,Gay Inc,Wire Transfer,51423
Marketing,Ramirez Group,ACH Debit,62403
Utilities,Wilkerson-Arias,Wire Transfer,63825
Utilities,Morgan-Schwartz,POS Purchase,57164
Office Supplies,"Brown, Valdez and Lucas",Wire Transfer,67571
Professional Services,Mitchell-Jordan,Refund,69726
Professional Services,Gregory-Watkins,Wire Transfer,68089
Logistics,"Carroll, Sullivan and Bass",Online Payment,59012
Marketing,Henry Group,POS Purchase,57164
Software & SaaS,Rowe Group,Online Payment,53070
Software & SaaS,Johnson-Doyle,ACH Debit,54572
Professional Services,Byrd-Le,Refund,69726
Utilities,Robinson-Brock,Service Fee,63825
Travel & T&E,Strickland-Palmer,Adjustment,69349
Software & SaaS,Hughes Inc,Wire Transfer,67571
Marketing,"Graham, Olsen and Costa",Wire Transfer,51423
Marketing,"Mckee, Gardner and Davenport",ACH Debit,61270
Professional Services,Wright and Sons,Wire Transfer,51423
Travel & T&E,Hancock Inc,Wire Transfer,67571
Utilities,Ortiz-Morgan,Adjustment,64719
Travel & T&E,"Baker, Mason and White",Refund,62449
Marketing,"Choi, Garcia and Farmer",Wire Transfer,67571
Utilities,Suarez LLC,Service Fee,63746
Software & SaaS,Strickland-Shaw,Adjustment,64719
Travel & T&E,"Wilson, Pena and Rich",Online Payment,53070
Office Supplies,"Duran, Obrien and Gibbs",Refund,69726
Software & SaaS,"Arroyo, Miller and Tucker",Adjustment,69349
Software & SaaS,Dixon Inc,Service Fee,68089
Marketing,"Smith, Garrison and Thomas",Service Fee,68089
Travel & T&E,Carter Inc,ACH Debit,54572
Utilities,Hayes LLC,Refund,62449
Professional Services,Smith-Bell,ACH Debit,61270
Utilities,"Winters, Newman and Brown",Wire Transfer,68089
Logistics,Walker-Jones,Adjustment,61270
Logistics,"Kelley, Nguyen and Vang",Wire Transfer,63825
Professional Services,Frazier Inc,Refund,57223
Professional Services,Hughes-Alvarado,Wire Transfer,63825
Professional Services,Gibson-Morris,POS Purchase,56515
Marketing,Bryant Group,Refund,57223
Travel & T&E,Bishop-Goodwin,Service Fee,63746
Office Supplies,Green-Wright,Adjustment,64719
Logistics,Cox LLC,ACH Debit,54572
Software & SaaS,"Sanchez, Wheeler and Harvey",Online Payment,53070
Software & SaaS,"Phillips, Wagner and Jordan",ACH Debit,65054
Logistics,"Kelley, Nguyen and Vang",Wire Transfer,63825
Travel & T&E,Blake Group,Wire Transfer,63825
Professional Services,"Turner, Schneider and Johnson",Adjustment,69309
Marketing,Richards-Carson,Wire Transfer,63825
Marketing,Moore-Bass,ACH Debit,62403
Marketing,Berry-Mckinney,Wire Transfer,62403
Office Supplies,Johnston-Odonnell,Adjustment,69309
Utilities,Wolf-Harris,Refund,62449
Logistics,Torres-Pope,Service Fee,53070
Professional Services,Wright and Sons,Wire Transfer,51423
Marketing,"Mckee, Gardner and Davenport",ACH Debit,61270
Utilities,Atkins PLC,Online Payment,59012
Travel & T&E,House-Glover,Online Payment,53070
Utilities,Johnson-Carlson,Wire Transfer,51423
Professional Services,Graham Group,Adjustment,69309
Utilities,Bailey-Cook,Adjustment,69309
Utilities,"Mcclure, Ward and Lee",Adjustment,69309
Utilities,Rodriguez-Johnson,Adjustment,61270
Marketing,"Sanford, Rivera and Garcia",Adjustment,69309
Office Supplies,Good-Hodges,ACH Debit,61270
Professional Services,Garcia LLC,ACH Debit,61270
Professional Services,"Walker, Hernandez and Baker",Adjustment,61270
Utilities,Graham Group,Refund,57223
Marketing,"Pollard, Simpson and Johnson",Refund,62449
Utilities,Williams PLC,Service Fee,53039
Professional Services,Byrd-Le,Refund,69726
Logistics,Harper and Sons,ACH Debit,62403
Software & SaaS,"Arroyo, Miller and Tucker",Adjustment,69349
Professional Services,Frazier Inc,Refund,57223
Travel & T&E,Mccarthy Inc,ACH Debit,54572
Travel & T&E,"Beard, Peters and Black",Adjustment,69349
Logistics,Gutierrez Group,Adjustment,69309
Office Supplies,Perry-Davis,Wire Transfer,62403
Professional Services,Navarro-Munoz,Online Payment,59012
Utilities,Baird-Sanchez,Refund,62449
Marketing,"Pierce, Bell and Chavez",ACH Debit,54572
Marketing,"Miller, Ramos and Coleman",ACH Debit,61270
Office Supplies,"Wood, Tran and Cooper",ACH Debit,52848
Software & SaaS,"Cole, Glass and Cunningham",ACH Debit,52848
Software & SaaS,"Brennan, Wallace and Benson",Refund,69726
Travel & T&E,"Baker, Mason and White",Refund,62449
Office Supplies,Baxter Inc,ACH Debit,61270
Utilities,Robertson-Hays,Wire Transfer,51423
Marketing,"Smith, Gilmore and Johnston",POS Purchase,56515
Marketing,Harvey PLC,Refund,69726
Travel & T&E,"Baker, Mason and White",Refund,62449
Travel & T&E,"Branch, Torres and Oliver",Adjustment,61270
Travel & T&E,"Guerrero, Peck and Coleman",ACH Debit,54572
Logistics,Schroeder-Kramer,ACH Debit,65054
Logistics,Tran Inc,Service Fee,53070
Travel & T&E,Curry Inc,Adjustment,64719
Software & SaaS,Morton-Chase,Service Fee,53070
Professional Services,Jones Inc,POS Purchase,57164
Professional Services,Welch-Hogan,Online Payment,53169
Software & SaaS,Duran LLC,Service Fee,68089
Marketing,"Pollard, Simpson and Johnson",Refund,62449
Logistics,Rodriguez-Hall,Adjustment,61270
Office Supplies,"Thomas, Murray and King",Service Fee,53070
Office Supplies,Newton and Sons,Online Payment,53169
Marketing,"Miller, Ramos and Coleman",ACH Debit,61270
Travel & T&E,Brown Group,Refund,69726
Utilities,Williams PLC,Service Fee,53039
Software & SaaS,Harrison-Alexander,ACH Debit,62403
Travel & T&E,"Bryan, Smith and Booth",POS Purchase,57164
Logistics,Davis-Lozano,POS Purchase,56515
Marketing,"Conner, Li and Santiago",Refund,69726
Professional Services,"Ross, Robinson and Bright",POS Purchase,57164
Utilities,"Brown, Romero and Collins",Wire Transfer,58667
Office Supplies,"West, Henderson and Ramirez",Service Fee,68089
Travel & T&E,Gay Inc,Wire Transfer,51423
Marketing,Jones Inc,Online Payment,53169
Travel & T&E,Hill Inc,Refund,62449
Utilities,"Evans, Stewart and Walton",Service Fee,53039
Logistics,Donovan-Harris,Online Payment,53169
Professional Services,Medina-Navarro,Service Fee,63825
Travel & T&E,Young-Martinez,Wire Transfer,58667
Logistics,"Kelley, Nguyen and Vang",Wire Transfer,63825
Utilities,Walker Ltd,ACH Debit,52848
Logistics,Walker-Jones,Adjustment,61270
Professional Services,Jones-Fox,Adjustment,69349
Travel & T&E,Carlson-Smith,Refund,69726
Travel & T&E,Gay Inc,Wire Transfer,51423
Professional Services,Mckee-Lee,Service Fee,53070
Office Supplies,Stafford Inc,Online Payment,53070
Marketing,"Miller, Lucas and Williams",Recurring Subscription,61029
Software & SaaS,Ryan PLC,Refund,69726
Professional Services,"Mccall, Hanson and Alvarado",Wire Transfer,67571
Software & SaaS,Figueroa PLC,Service Fee,53039
Office Supplies,"Martinez, Richardson and Curry",Adjustment,69309
Travel & T&E,Cooper Ltd,Adjustment,69309
Marketing,"Pollard, Simpson and Johnson",Refund,62449
Travel & T&E,Hernandez Inc,Refund,57223
Office Supplies,Baxter Inc,ACH Debit,61270
Logistics,Coffey-Phillips,POS Purchase,57164
Travel & T&E,Hill Inc,Refund,62449
Marketing,"Becker, Taylor and Davis",Online Payment,59012
Marketing,Hoover-Campbell,ACH Debit,61270
Utilities,"Martin, Rose and Obrien",Wire Transfer,63825
Travel & T&E,"Bryan, Smith and Booth",POS Purchase,57164
Marketing,Harvey PLC,Refund,69726
Utilities,"Ferrell, Jones and Lewis",Online Payment,59012
Office Supplies,Jones LLC,Wire Transfer,68089
Software & SaaS,"Andrews, Higgins and Carter",Adjustment,69309
Software & SaaS,Schmidt PLC,Recurring Subscription,61029
Marketing,Jones Inc,Online Payment,53169
Software & SaaS,Anderson-Bailey,ACH Debit,65054
Travel & T&E,Bass PLC,Service Fee,63746
Travel & T&E,"Shaw, Nelson and Martin",Adjustment,69349
Office Supplies,Perry-Davis,Wire Transfer,62403
Office Supplies,Burch-Montoya,Wire Transfer,67571
Logistics,Smith-Grimes,Refund,69726
Professional Services,White-Green,Wire Transfer,53358
Logistics,"Lopez, Jacobs and Mason",Wire Transfer,58667
Utilities,Lowery-Kennedy,Service Fee,68089
Travel & T&E,"Miller, Murphy and Craig",Wire Transfer,67571
Utilities,"Watts, Robinson and Nguyen",Refund,62449
Professional Services,"Downs, Morris and Maddox",ACH Debit,52848
Utilities,"Hale, Myers and Larson",Service Fee,68089
Software & SaaS,Williams and Sons,Online Payment,53070
Professional Services,George Group,Wire Transfer,67571
Professional Services,Morales-Jones,Adjustment,69349
Professional Services,Jones-Fox,Adjustment,69349
Marketing,Harvey PLC,Refund,69726
Office Supplies,"Ramos, Nelson and Fischer",Wire Transfer,53358
Logistics,Williams Inc,POS Purchase,57164
Professional Services,"Lawson, Morris and Ramos",POS Purchase,57164
Office Supplies,Davis PLC,Adjustment,61270
Logistics,Dickson-Brady,Wire Transfer,53358
Utilities,Webster Inc,Service Fee,53039
Marketing,Bright-Francis,Wire Transfer,53358
Travel & T&E,"Tapia, Vaughn and Lee",ACH Debit,52848
Marketing,"Diaz, Anderson and Browning",Recurring Subscription,61029
Logistics,Rodriguez-Hall,Adjustment,61270
Professional Services,Galloway-Wyatt,Adjustment,69349
Utilities,Roberts-Landry,Wire Transfer,53358
Travel & T&E,Diaz-Ball,ACH Debit,52848
Marketing,Brock-Mcdonald,Adjustment,69309
Logistics,"Reyes, Chase and Jenkins",Recurring Subscription,61029
Marketing,Bryant Group,Refund,57223
Marketing,Harvey PLC,Refund,69726
Travel & T&E,Cooper Ltd,Adjustment,69309
Travel & T&E,"Ramirez, Strickland and Washington",Wire Transfer,68089
Professional Services,"Matthews, Smith and Hubbard",Wire Transfer,53358
Logistics,Smith-Frost,Adjustment,64719
Logistics,"Miller, Harrell and Reese",ACH Debit,65054
Utilities,Cook and Sons,Wire Transfer,53358
Utilities,Fernandez and Sons,ACH Debit,61270
Office Supplies,Davis and Sons,Refund,57223
Software & SaaS,Manning Group,Wire Transfer,51423
Marketing,"Clark, Guerrero and Moore",Adjustment,61270
Travel & T&E,"Baker, Mason and White",Refund,62449
Marketing,Smith and Sons,Service Fee,68089
Travel & T&E,Burton Ltd,Adjustment,69349
Software & SaaS,"Sanchez, Wheeler and Harvey",Online Payment,53070
Travel & T&E,Hernandez PLC,Wire Transfer,62403
Office Supplies,Stewart Ltd,Adjustment,69309
Professional Services,"Matthews, Smith and Hubbard",Wire Transfer,53358
Software & SaaS,"Hall, Baker and Moody",Online Payment,59012
Marketing,Nolan-Flynn,ACH Debit,62403
Office Supplies,Ramirez-Bean,Online Payment,53070
Office Supplies,"Beltran, Lozano and Mcgee",ACH Debit,52848
Professional Services,"Stanley, Tucker and Lee",Wire Transfer,68089
Professional Services,Brown-Wall,Service Fee,53070
Logistics,Rangel LLC,Wire Transfer,62403
Logistics,Gutierrez Group,Adjustment,69309
Professional Services,Smith-Bell,ACH Debit,61270
Utilities,"Pugh, Henderson and Moon",Online Payment,53169
Logistics,"Marks, Cook and Aguilar",Recurring Subscription,61029
Travel & T&E,Curry Inc,Adjustment,64719
Software & SaaS,Kelly-Norman,Service Fee,53039
Professional Services,Miller Ltd,Refund,62449
Utilities,Williams PLC,Service Fee,53039
Software & SaaS,Moore-Collins,Wire Transfer,58667
Software & SaaS,"Burke, Martinez and Riggs",Wire Transfer,67571
Logistics,"Lloyd, Mckinney and Collins",Service Fee,63746
Utilities,Morgan-Schwartz,POS Purchase,57164
Office Supplies,Jones Inc,Service Fee,53070
Professional Services,Smith-Bell,ACH Debit,61270
Travel & T&E,"Joyce, Wilson and Lam",Service Fee,53039
Travel & T&E,"Guerrero, Peck and Coleman",ACH Debit,54572
Professional Services,Wright and Sons,Wire Transfer,51423
Software & SaaS,"Lewis, Kennedy and Santana",POS Purchase,57164
Travel & T&E,"Branch, Torres and Oliver",Adjustment,61270
Marketing,"Mcdaniel, Bentley and Mclaughlin",Adjustment,64719
Logistics,Henderson-Bernard,Wire Transfer,53358
Travel & T&E,"Harris, Collins and Carney",Adjustment,64719
Software & SaaS,Wilkerson-Day,ACH Debit,62403
Marketing,Bryant Group,Refund,57223
Software & SaaS,"Butler, Beck and Miller",Adjustment,69309
Software & SaaS,Marshall-Petersen,Service Fee,63825
Utilities,"Hale, Myers and Larson",Service Fee,68089
Logistics,"Lucas, Parker and Alexander",Wire Transfer,68089
Logistics,"Washington, Hardy and Bray",ACH Debit,52848
Office Supplies,Diaz Inc,Service Fee,53039
Travel & T&E,Li-Thompson,Online Payment,59012
Travel & T&E,Collins Group,Service Fee,63746
Office Supplies,Burch-Montoya,Wire Transfer,67571
Logistics,Sandoval-Cunningham,Wire Transfer,58667
Utilities,"Mullen, Brewer and Hernandez",Refund,69726
Office Supplies,Johnson-Rogers,Adjustment,61270
Travel & T&E,Young-Martinez,Wire Transfer,58667
Logistics,Williams Inc,POS Purchase,57164
Logistics,Edwards-Scott,Refund,57223
Professional Services,Brown-Wall,Service Fee,53070
Software & SaaS,Davis Group,Recurring Subscription,61029
Office Supplies,Frank-Bradley,POS Purchase,56515
Logistics,Sandoval-Cunningham,Wire Transfer,58667
Travel & T&E,"Johnson, Miller and King",Online Payment,53169
Logistics,"Lloyd, Mckinney and Collins",Service Fee,63746
Professional Services,"Walker, Hernandez and Baker",Adjustment,61270
Travel & T&E,"Johnson, Miller and King",Online Payment,53169
Utilities,"Wise, Conley and Stephenson",ACH Debit,65054
Office Supplies,"Miller, Hernandez and Reyes",Wire Transfer,58667
Utilities,Roberts-Landry,Wire Transfer,53358
Travel & T&E,Dudley Group,Wire Transfer,51423
Office Supplies,Anderson Group,Wire Transfer,68089
Office Supplies,Mendez and Sons,Service Fee,63746
Utilities,White-Lewis,Refund,69726
Travel & T&E,Gutierrez-Lopez,Online Payment,53070
Professional Services,Ortiz Ltd,ACH Debit,65054
Travel & T&E,Brown Group,Refund,69726
Travel & T&E,"Joyce, Wilson and Lam",Service Fee,53039
Logistics,Patton-Jenkins,ACH Debit,61270
Logistics,"Sparks, Jackson and Miller",Refund,62449
Logistics,Wells Inc,Wire Transfer,62403
Office Supplies,"Walter, Edwards and Rios",Adjustment,64719
Software & SaaS,Wilkerson-Day,ACH Debit,62403
Travel & T&E,Hernandez Ltd,ACH Debit,65054
Utilities,"Garcia, Martin and Jenkins",Adjustment,69309
Software & SaaS,Bruce-Gonzalez,Refund,62449
Travel & T&E,Stanley PLC,ACH Debit,61270
Logistics,"Lopez, Jacobs and Mason",Wire Transfer,58667
Logistics,Price LLC,Wire Transfer,67571
Logistics,"Harper, Smith and Buchanan",Service Fee,63746
Software & SaaS,Jones and Sons,Online Payment,59012
Utilities,Robinson-Brock,Service Fee,63825
Travel & T&E,Monroe-Carpenter,Service Fee,63825
Software & SaaS,"Guzman, Hoffman and Baldwin",Wire Transfer,68089
Marketing,"Miller, Lucas and Williams",Recurring Subscription,61029
Travel & T&E,Jones-Young,ACH Debit,65054
Logistics,Garcia-Smith,ACH Debit,62403
Software & SaaS,Russell Group,ACH Debit,62403
Travel & T&E,Stanley PLC,ACH Debit,61270
Professional Services,"Lawson, Morris and Ramos",POS Purchase,57164
Logistics,Reynolds Ltd,Service Fee,68089
Utilities,Vargas Ltd,Online Payment,53169
Software & SaaS,Ware and Sons,Adjustment,69349
Professional Services,"Alvarez, Joseph and West",Adjustment,69309
Utilities,Vargas Ltd,Online Payment,53169
Professional Services,Morales-Jones,Adjustment,69349
Marketing,Freeman-Chang,Online Payment,53169
Utilities,Baker and Sons,Service Fee,63825
Travel & T&E,Young Ltd,Refund,69726
Utilities,Morgan-Schwartz,POS Purchase,57164
Marketing,Walsh LLC,Wire Transfer,51423
